,Frame,Driver,Speed,Sector,Lap,Time,T_Delta
0,2,VERSTAPPEN,300,Sector 1,Q3,1:03.720,0.02984494347693248
0,3,VERSTAPPEN,300,Sector 1,Q3,1:03.720,0.02984494347693248
0,4,VERSTAPPEN,300,Sector 1,Q3,1:03.720,0.02984494347693248
0,5,VERSTAPPEN,300,Sector 1,Q3,1:03.720,0.02984494347693248
0,6,VERSTAPPEN,300,Sector 1,Q3,1:03.720,0.02984494347693248
0,7,VERSTAPPEN,300,Sector 1,Q3,1:03.720,0.02984494347693248
0,8,VERSTAPPEN,300,Sector 1,Q3,1:03.720,0.02984494347693248
0,9,VERSTAPPEN,301,Sector 1,Q3,1:03.720,0.02984494347693248
0,10,VERSTAPPEN,301,Sector 1,Q3,1:03.720,0.02984494347693248
0,11,VERSTAPPEN,301,Sector 1,Q3,1:03.720,0.02984494347693248
0,12,VERSTAPPEN,302,Sector 1,Q3,1:03.720,0.02984494347693248
0,13,VERSTAPPEN,302,Sector 1,Q3,1:03.720,0.02984494347693248
0,14,VERSTAPPEN,302,Sector 1,Q3,1:03.720,0.02984494347693248
0,15,VERSTAPPEN,302,Sector 1,Q3,1:03.720,0.02984494347693248
0,16,VERSTAPPEN,303,Sector 1,Q3,1:03.720,0.02984494347693248
0,17,VERSTAPPEN,304,Sector 1,Q3,1:03.720,0.02984494347693248
0,18,VERSTAPPEN,304,Sector 1,Q3,1:03.720,0.02984494347693248
0,19,VERSTAPPEN,304,Sector 1,Q3,1:03.720,0.02984494347693248
0,20,VERSTAPPEN,304,Sector 1,Q3,1:03.720,0.02984494347693248
0,21,VERSTAPPEN,304,Sector 1,Q3,1:03.720,0.02984494347693248
0,22,VERSTAPPEN,304,Sector 1,Q3,1:03.720,0.02984494347693248
0,23,VERSTAPPEN,304,Sector 1,Q3,1:03.720,0.02984494347693248
0,24,VERSTAPPEN,304,Sector 1,Q3,1:03.720,0.02984494347693248
0,25,VERSTAPPEN,304,Sector 1,Q3,1:03.720,0.02984494347693248
0,26,VERSTAPPEN,305,Sector 1,Q3,1:03.720,0.02984494347693248
0,27,VERSTAPPEN,305,Sector 1,Q3,1:03.720,0.02984494347693248
0,28,VERSTAPPEN,305,Sector 1,Q3,1:03.720,0.02984494347693248
0,29,VERSTAPPEN,306,Sector 1,Q3,1:03.720,0.02984494347693248
0,30,VERSTAPPEN,306,Sector 1,Q3,1:03.720,0.02984494347693248
0,31,VERSTAPPEN,306,Sector 1,Q3,1:03.720,0.02984494347693248
0,32,VERSTAPPEN,306,Sector 1,Q3,1:03.720,0.02984494347693248
